user_name,user_post_url,user_content,user_timestamp,user_replying_to,user_image_alts,user_likes,user_replies,user_reposts,user_shares,brand_reply_url,brand_reply_content,brand_reply_timestamp,brand_replying_to,brand_reply_image_alts,brand_reply_likes,brand_reply_replies,brand_reply_reposts,brand_reply_shares
bonekou,https://www.threads.com/@bonekou/post/DXrUmWej77S,中途一直封鎖惡意言論這細節超好笑 阿姨動態視力好好,2026年4月28日 星期二 下午9:24,@bookstw,,9,1,,,https://www.threads.com/@bookstw/post/DXrbO_vGkEw,秀鳳阿姨 讀書人 平時興趣 是 打「LOL）🪷哈😆秀鳳愛說笑🦋開玩笑滴 秀鳳不會用{電腦]❌ 幸福🫶美滿🌹晚安😴🪷,2026年4月28日 星期二 下午10:22,,,8,1,,
tc2xyrm19_twn,https://www.threads.com/@tc2xyrm19_twn/post/DXrWfBkEo0F,秀鳳阿姨的大粉絲簽到😍,2026年4月28日 星期二 下午9:40,@bookstw,,2,1,,,https://www.threads.com/@bookstw/post/DXrbAAvmhEv,秀鳳阿姨 /感/謝💗你🙏感恩🌹🫰 幸福🫶美滿🌹晚安😴🪷,2026年4月28日 星期二 下午10:20,,,1,,,
changchungfang,https://www.threads.com/@changchungfang/post/DXrWRa6kUeh,阿姨手速真的很快，我都來不及看完留言就刪了😂,2026年4月28日 星期二 下午9:38,@bookstw,,8,1,,,https://www.threads.com/@bookstw/post/DXra7xaGk98,"秀鳳阿姨平 時 [愛健 ,身}💪 哈😆💕 幸福🫶美滿🌹晚安😴🪷",2026年4月28日 星期二 下午10:19,,,5,,,
suika28,https://www.threads.com/@suika28/post/DXrW78zk-Mz,超好笑,2026年4月28日 星期二 下午9:44,@bookstw,,1,1,,,https://www.threads.com/@bookstw/post/DXra0EvGpx9,開心😄🌹🪷祝福🙏美滿🦋,2026年4月28日 星期二 下午10:18,,,1,,,
tsaijeiyu,https://www.threads.com/@tsaijeiyu/post/DXrXhTNEhvS,秀鳳阿姨封鎖人也太迅速了！ （第一次看養樂多被黑屏,2026年4月28日 星期二 下午9:49,@bookstw,,12,2,,,https://www.threads.com/@bookstw/post/DXrawQNmuRe,秀鳳阿姨的視力 是{一級 棒👍] 讚讚讚!! !💕🫰🪷🌹哈😆,2026年4月28日 星期二 下午10:17,,,5,,,
monstarbaby,https://www.threads.com/@monstarbaby/post/DXrZ45KE80v,秀鳳！！！！,2026年4月28日 星期二 下午10:10,@bookstw,,,1,,,https://www.threads.com/@bookstw/post/DXramDummyS,有💕,2026年4月28日 星期二 下午10:16,,,1,1,,
baiher100_2024,https://www.threads.com/@baiher100_2024/post/DXrYXSZE-j5,好想跟上秀鳳阿姨直播,2026年4月28日 星期二 下午9:57,@bookstw,,2,1,,,https://www.threads.com/@bookstw/post/DXrajJwGozz,下次見🫰 幸福🫶美滿🌹晚安😴🪷,2026年4月28日 星期二 下午10:16,,,2,,,
ajane2ee,https://www.threads.com/@ajane2ee/post/DXrZylckzYi,「去大巨蛋唸唐詩嗎」 愛死😍😍😍,2026年4月28日 星期二 下午10:09,@bookstw,,,1,,,https://www.threads.com/@bookstw/post/DXrahP1GuQc,秀鳳阿姨可以去大巨蛋為大家帶來文言文賞析🫰 幸福🫶美滿🌹晚安😴🪷,2026年4月28日 星期二 下午10:15,,,3,,,
misswhere,https://www.threads.com/@misswhere/post/DXrXxHYE1-F,我真的會瘋掉為什麼會這麼好笑！為什麼！！！！,2026年4月28日 星期二 下午9:51,@bookstw,,6,1,,,https://www.threads.com/@bookstw/post/DXracrXGnZt,秀鳳阿姨很高興有讓美女開心了🫰🪷 幸福🫶美滿🌹晚安😴🪷,2026年4月28日 星期二 下午10:15,,,4,,,
amy_domoto,https://www.threads.com/@amy_domoto/post/DXo6lhHGW5_,學到了！以後堅介時就罰洒（？）,2026年4月27日 星期一 下午10:58,@bookstw,,8,1,,,https://www.threads.com/@bookstw/post/DXo_NH1Gr_F,？？？？？？？？？？,2026年4月27日 星期一 下午11:38,,"Photo by 博客來 on April 27, 2026. May be an image of text that says 'Ptn AOII ም AMY_DOMOTO AMY 你學錯東西了 我剛剛沒有教這個'.",21,,,
sunyatsen_mh,https://www.threads.com/@sunyatsen_mh/post/DXo2w8Yk5-4,博客來編要不要試一下ai髮型🙂,2026年4月27日 星期一 下午10:24,@bookstw,,6,1,,,https://www.threads.com/@bookstw/post/DXo3A_yGtXl,？？？？😫🤚,2026年4月27日 星期一 下午10:27,,,3,,,
silviamou123,https://www.threads.com/@silviamou123/post/DXo2SwuEWi7,但是老實說⋯⋯我如果上班上一上我媽突然打電話跟我說「女兒我愛你」 我可能會嚇到以為發生什麼事耶🤣🤣🤣🤣🤣 直接報警的那種嚇到耶,2026年4月27日 星期一 下午10:20,@bookstw,,6,1,,,https://www.threads.com/@bookstw/post/DXo2_tmGg7B,對啊郭媽媽的課綱也真的是有問題（？）,2026年4月27日 星期一 下午10:26,,,6,,,
ky_majide,https://www.threads.com/@ky_majide/post/DXjWp7-E0_I,親愛的朋友，我會讀到滾瓜爛熟🙂‍↔️,2026年4月25日 星期六 下午7:08,@bookstw,,4,1,,,https://www.threads.com/@bookstw/post/DXjWyBUgQFa,把這份瓜傳下去💞🙏🍉,2026年4月25日 星期六 下午7:09,,,5,,,
ky_majide,https://www.threads.com/@ky_majide/post/DXjO18Dk_Sc,"賣瓜的人
救命我真的會死掉ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ ▔▔▔▔▔▔▔▔▔▔▔▔ 作家洪倪《賣瓜的人》新書搶讀會 博小編到場祝賀直接送一顆西瓜🍉
✸ 新書熱烈預購中
遠流出版事業股份有限公司",2026年4月25日 星期六 下午5:59,,"Photo by Kenny Huang on April 25, 2026. May be an image of text.",415,18,3,12,https://www.threads.com/@bookstw/post/DXjWiY6mkXc,阿娘喂真的是《賣瓜的人》 bookstw.link/8z3ja… ⬆️借版賣書（建議買三本） ⬇️新手家長寫真（不是）,2026年4月25日 星期六 下午7:07,,"Photo by 博客來 on April 25, 2026. May be an image of watermelon, melon, gourd and text.",159,2,1,4
raying66,https://www.threads.com/@raying66/post/DWbtZ22lKva,那麼莫名又那麼長的業配我竟然看完了好氣ㄛ😍 所以昨天跟小編在一起那個女的是誰,2026年3月28日 星期六 下午11:21,@bookstw,,,,,,https://www.threads.com/@bookstw/post/DWbt6QGmsk4,（直接在留言區眼神放空）,2026年3月28日 星期六 下午11:26,,,,,,
amy.c31453,https://www.threads.com/@amy.c31453/post/DWbqVkHE1zt,搭電梯真的是尷尬到死,2026年3月28日 星期六 下午10:54,@bookstw,,,,,,https://www.threads.com/@bookstw/post/DWbtE53mkXj,真是到底要不要開口講話😣,2026年3月28日 星期六 下午11:18,,,,,,
august.23th,https://www.threads.com/@august.23th/post/DWbslZagS9Y,剛剛不是空手下樓梯的嗎，怎麼突然連小蜜蜂都拿得出來？🤣🤣🤣,2026年3月28日 星期六 下午11:14,@bookstw,,,,,,https://www.threads.com/@bookstw/post/DWbtBuNGsX2,業配の魔法🪄（？？？）,2026年3月28日 星期六 下午11:18,,,,,,
booklife99love,https://www.threads.com/@booklife99love/post/DWY1MQHFPtp,有沒有可能我們才是真的博小編（不可能）,2026年3月27日 星期五 下午8:31,@bookstw,,,,,,https://www.threads.com/@bookstw/post/DWY4x1EmiQD,有沒有可能真的博小編從去年開始就被關在地下室（持續造謠）,2026年3月27日 星期五 下午9:03,,,,,,
booklife99love,https://www.threads.com/@booklife99love/post/DWYQlzqj4c8,"博小編
POV： 太常在公司cos博小編，導致無人關心
3/27博客來讀書日請去把《原子習慣WORKBOOK》實踐本買回家 1/2
booklife99love",2026年3月27日 星期五 下午3:12,,,,,,,https://www.threads.com/@bookstw/post/DWYlJYTAeU3,不要再冒充我的身份了！！！😠🫵 （原封不動的留言一遍）,2026年3月27日 星期五 下午6:11,,,,,,
tan_ing_phang,https://www.threads.com/@tan_ing_phang/post/DWTE1txEZ2E,"統一發票
誠久無著獎矣！多謝 @ohtaigi ！學台語，會著獎喔！",2026年3月25日 星期三 下午2:53,,"Photo by Tân Îng-phâng on March 24, 2026. May be a Twitter screenshot of timer and text that says '博客來 博客來數位科技股份有限公司 2026/01/07 2026/01/0723:59:59 23:59:59 購物 IOPENPONT會員職具賣方統編96235 ΟΡΕΝ OPENPOINT會員載具 POINT 會員載具 賣方統編 賣方統編96922355 96922355 購買品項 4711441074296日花閃燦： 台語的美麗 詞鼻&一百首詩 &一百首詩（首刷限量透卡書籤 （首刷限量透卡書籖， $355x1 $355 OOO0001C_DISCOUNT（結帳再 （結帳再折扣） -$36x1 總金額 -$36 $319 備註 有機會獲得以下禮物！ 六獎 獎金$200元！ 獎金 $200 領獎辦法'.",,,,,https://www.threads.com/@bookstw/post/DWTSqThARDH,"看著博客來矣🤩🤩猶未買的趕緊來買喔，後擺著獎的就是你喔！ bookstw.link/8vczm…
books.com.tw
日花閃爍：台語的美麗詞彙&一百首詩",2026年3月25日 星期三 下午4:54,,日花閃爍：台語的美麗詞彙&一百首詩,,,,
angela3967,https://www.threads.com/@angela3967/post/DWTRUbJGMXT,想跟小編一起露營⛺️,2026年3月25日 星期三 下午4:42,@bookstw,,,,,,https://www.threads.com/@bookstw/post/DWTR7gggeY_,"喔買尬寶貝沒辦法啦 但你很適合來逛一下欸，現在限定優惠最低 4 折起，現在下單還來得及帶去放假ㄋㄟ ➡️ bookstw.link/8uzbn…
activity.books.com.tw
【戶外選物展】戶外登山&旅行用品最低4折起",2026年3月25日 星期三 下午4:47,,【戶外選物展】戶外登山&旅行用品最低4折起,,,,
preporodlove,https://www.threads.com/@preporodlove/post/DWTRHbXE_Bx,少了妳我們怎麼辦⋯⋯,2026年3月25日 星期三 下午4:40,@bookstw,,,,,,https://www.threads.com/@bookstw/post/DWTR43Qgc3S,沒有你在我有多難熬（突然親友接唱🎤）,2026年3月25日 星期三 下午4:47,,,,,,
gkpapapa,https://www.threads.com/@gkpapapa/post/DWTLAE3j4mc,這不是博編，而是另一個要業配廣告的博編。,2026年3月25日 星期三 下午3:47,@bookstw,,,,,,https://www.threads.com/@bookstw/post/DWTNXE4AVIr,這是靜態業配博小編💁🏻‍♂️,2026年3月25日 星期三 下午4:07,,,,,,
home.ganggang,https://www.threads.com/@home.ganggang/post/DWTKdxlmHUi,再跟在全部用對真的好舒服,2026年3月25日 星期三 下午3:42,@bookstw,,,,,,https://www.threads.com/@bookstw/post/DWTNS_oAV6i,喔買尬怎麼可以錯😮‍💨💕,2026年3月25日 星期三 下午4:07,,,,,,
maurice.and.patchy,https://www.threads.com/@maurice.and.patchy/post/DXdeUVDkQIZ,"【100天厭世日更挑戰直到1000人追蹤】 day84
問：要怎麼讓大家重新愛上看書 答：用最正經的臉講書，再用最浮誇的演技留人。
小編我只服博X來的小編！（告白） @bookstw",2026年4月23日 星期四 下午12:19,,"Photo by 莫里斯&派奇 | 厭世插畫IP on April 22, 2026. May be an illustration of slow loris, poster and text. | Photo by 莫里斯&派奇 | 厭世插畫IP on April 22, 2026. May be pop art of one or more people, slow loris, duffle coat, parka, poster and text.",230,34,6,2,https://www.threads.com/@bookstw/post/DXetsQImiH-,天公伯喔太厲害了吧！而且在世界閱讀日發博客來真ㄉ4很會挑日子😫💕,2026年4月23日 星期四 下午11:53,,,145,3,,
datorick,https://www.threads.com/@datorick/post/DW8CNGNkWlN,被 @bookstw 博小編洗腦的會員日 2 / 2,2026年4月10日 星期五 下午12:39,@datorick,,3,1,,,https://www.threads.com/@bookstw/post/DW8V93nGiU9,對對真的要收實體，而且實體要收兩本，一本不能拆封擺著，一本拿來看😌💕,2026年4月10日 星期五 下午3:31,,,1,,,
amy.c31453,https://www.threads.com/@amy.c31453/post/DWoaIWmE0-3,怎麼直接叫人家發財wwww,2026年4月2日 星期四 下午9:43,@bookstw,,,1,,,https://www.threads.com/@bookstw/post/DWqUcjimoim,算是發財の報應（？） 翻譯,2026年4月3日 星期五 下午3:32,,,2,,,
ibontw,https://www.threads.com/@ibontw/post/DWobRX9gUax,右1一點都沒有想要輸的港絕,2026年4月2日 星期四 下午9:53,@bookstw,,1,1,,,https://www.threads.com/@bookstw/post/DWqURmhmj7o,魅力無法擋🫦,2026年4月3日 星期五 下午3:30,,,1,,,
mio_peipei,https://www.threads.com/@mio_peipei/post/DWocDqbFEc9,右一最閃亮耶,2026年4月2日 星期四 下午10:00,@bookstw,,,1,,,https://www.threads.com/@bookstw/post/DWqUPFSGrcB,真的有在不服輸,2026年4月3日 星期五 下午3:30,,,,,,
doublepowerful,https://www.threads.com/@doublepowerful/post/DWogzBgEkvR,我直接全部都滑到⋯,2026年4月2日 星期四 下午10:41,@bookstw,,1,1,,,https://www.threads.com/@bookstw/post/DWqULeYGqn1,好浪漫（？）,2026年4月3日 星期五 下午3:29,,,3,,,
xiaoren6521,https://www.threads.com/@xiaoren6521/post/DWmOFX9CQmc,博客來小編都想不到的梗😂😂,2026年4月2日 星期四 上午1:19,@cheng4fake,,193,2,,1,https://www.threads.com/@bookstw/post/DWqT9qemmNg,喔摸，以前玩過😍 看到喜歡歡迎來帶回家：books.com.tw,2026年4月3日 星期五 下午3:27,,"Photo by 博客來 on April 03, 2026. May be an image of newspaper and text that says '我最近的煩惱是？ 想辭職但不知道怎麽說 小編就知道這種煩惱最多 早已準備好接招， 早已準備好接招，請大聲說： 請大聲說： AMEE 報告老闆， 報营老的水自識！ 我要辭職！！ BOSSORS 福 見 8'. | Photo by 博客來 on April 03, 2026. May be an image of book, poster, magazine and text. | Photo by 博客來 on April 03, 2026. May be an image of newspaper and text that says '我最近的煩懼是？ 財星百大企業 14t 覺得自己很不會表達 每次 搶學的 肌 1分鐘》 提案都失敗， 提案都失敗，超沮喪，甚至 超沮喪 甚至 越來越怕 eman 및 GPS溝通術 The TheFirstMinute First Minute How Conversations Tha at Get Results 15 無動標限 演選新聞 税級系聞 SAman 福 歌場清通 簡報 信件、 LINE 電話...…… 必備的戰場高效满通指南 45. 網通維香 Gasel 製用 監. 郵題字 （ 黑金任 S 前來酒 手す 攻佔主管的耳朵1分鐘 等於攻佔他的心1輩子 （簡直求婚？'. | Photo by 博客來 on April 03, 2026. May be a cartoon of newspaper and text. | Photo by 博客來 on April 03, 2026. May be an image of magazine, book, poster and text. | Photo by 博客來 on April 03, 2026. May be an image of text. | Photo by 博客來 on April 03, 2026. May be an illustration of poster and text that says '3:22 4G 914 我最近的煩惱是？ 想看小編怎麽回我 你 猜 你 個 他 ト 最高境界 猜 仕 -81C 美康示造 号都交別人的心程？ 你猜！他下一個動作是什麽？ 你猜！'. | Photo by 博客來 on April 03, 2026. May be an image of text that says '3:22 4G 914 我最近的煩惱是？ 最近鄰居小孩要參加朗誦比 最近鄰居小 費， 賽，×！ 費，×!快被吵死！好難 快被吵死 好難 精料 FA 求 良 聽！ 肤1會 用 教 海 與 學 學 60 中政國 朗誦教與學 不如考慮隔空展開朗誦教學？ 對他進行反朗誦？ （聽起來很强的技能'. | Photo by 博客來 on April 03, 2026. | Photo by 博客來 on April 03, 2026. May be an image of text. | Photo by 博客來 on April 03, 2026. May be a cartoon of text. | Photo by 博客來 on April 03, 2026. May be an image of phone and text that says '3:23 4G 914 我最近的煩惱是？ 爲什麽好多人明明在線上， 卻不回訊息 下次換我們不要回 不要回 管他去死 0 是 人生最大 的自由 sgpedNotGuingatank NotGiving (ኒልር..... ΜИΛИΟИΟW Nn 管他去死是人生最大的自由'. | Photo by 博客來 on April 03, 2026. May be an image of ‎book, magazine, poster and ‎text that says '‎我最近的煩惱是？ 我好喜歡你阿！！但手 但我只敢 在心中呐喊 東 د 語言表達 語言表達/自信心 自信心 不要吞吞吐吐 勇敢説！ 文 安美妍 Miyeon 國養票瑪 安商mi000 Kang Gyuangsoo 环黃味牌 譯 黃洋嶼‎'‎‎. | Photo by 博客來 on April 03, 2026. May be an image of text that says '我最近的煩惱是？ 暗戀 語言表達/自信心 不要否吞吐吐， 勇敢説！ อ 文安美妍M 文 安美妍 Ahn Mi 國養景瑪 Kang 國芸票璃KanG G'.",3,,,
gugonni,https://www.threads.com/@gugonni/post/DWbySAlks_Y,"不可能我在FB看完全片 得知3/27～3/29博客來讀書日
然後又在IG看完全片 確認3/27～3/29博客來讀書日
竟然在脆第三次看完全片 3/27～3/29真的是博客來讀書日無誤！",2026年3月29日 星期日 上午12:04,@liangliang_laugh,,303,2,,,https://www.threads.com/@bookstw/post/DWb9JT_gayi,沒錯！沒錯！而且3/27－3/29 讀書日全站分級滿 $1200 再 9 折起，最高折 $600（部分除外）滿萬最高 25% 回饋，加碼抽千元禮物卡￼這樣，真的，是啊！,2026年3月29日 星期日 上午1:39,,,36,2,,
waiting_chi,https://www.threads.com/@waiting_chi/post/DWbzmvqmveS,"主要是她會由吶喊來的鴿子引導，讓她找到特定的靈感樹，並在樹下跳祈梗舞，詳細的流程請看：
bookstw",2026年3月29日 星期日 上午12:15,@liangliang_laugh,,5633,56,70,459,https://www.threads.com/@bookstw/post/DWb9Cz6Afgr,對對就是這樣😣,2026年3月29日 星期日 上午1:38,,,222,1,,
wenci_0527,https://www.threads.com/@wenci_0527/post/DWbt0auj3DS,前半段到底怎麼有辦法不笑出來的,2026年3月28日 星期六 下午11:25,@bookstw,,23,1,,,https://www.threads.com/@bookstw/post/DWbt8numtL3,沒辦法所以戴口罩（不是啦）,2026年3月28日 星期六 下午11:26,,,23,,,
sia_binghong,https://www.threads.com/@sia_binghong/post/DWTHmzYErkU,所以小編真的有假可以放啊🤔,2026年3月25日 星期三 下午3:17,@bookstw,,1,1,,,https://www.threads.com/@bookstw/post/DWTIxKMAR8I,最愛放假😍,2026年3月25日 星期三 下午3:27,,,3,,,
pacific_tw,https://www.threads.com/@pacific_tw/post/DWTIhumExC3,你成功讓我想跟你一起消失了,2026年3月25日 星期三 下午3:25,@bookstw,,4,1,,,https://www.threads.com/@bookstw/post/DWTIsAeAcZE,走啊下單後上山啊（？）,2026年3月25日 星期三 下午3:26,,,5,,,
kssogo.tw,https://www.threads.com/@kssogo.tw/post/DWTIXJ2iY5z,以為是統一發票沒中獎所以… （ 努力尋找同溫層的廣編🥲🥲🥲🥲,2026年3月25日 星期三 下午3:24,@bookstw,,2,2,,,https://www.threads.com/@bookstw/post/DWTIqSzAQv6,喔摸我有中🌝,2026年3月25日 星期三 下午3:26,,,4,1,,
kssogo.tw,https://www.threads.com/@kssogo.tw/post/DWEX6owif9x,不覺得一句話結尾加上「🥺」很無法招架嗎,2026年3月19日 星期四 下午9:51,,,2837,1106,54,351,https://www.threads.com/@bookstw/post/DWG6O4egXD7,"大腸桿菌🥺
⬆️類似這樣嗎🥺",2026年3月20日 星期五 下午9:29,,,19,1,,
bebe_easycard,https://www.threads.com/@bebe_easycard/post/DWFmLGskrlR,"悠遊付
悠遊付今年6歲啦！生日慶活動開跑… 希望大家可以對我說那四個字嗎🥺 1 / 2",2026年3月20日 星期五 上午9:15,,"Photo by 悠遊卡BeBe on March 19, 2026. May be an image of snowman and text that says '! 悠遊付 Fas, syWolet 悠遊付 已協六 K ご場六 悠遊付6嵗了 請祝福四個字'. | Photo by 悠遊卡BeBe on March 19, 2026. May be an image of ‎toy and ‎text that says '‎不要說我沒說 3/20-3 3/20-3/25天 最高賺$666! 最高賺$666!起快获霜 最高賺 $666! 3/20-3/25天天領券 天天領券 趕快來領 0 한 悠遊付 EeAy EasyWallel ل5 กก ة อ 2 出ーい‎'‎‎.",118,89,,6,https://www.threads.com/@bookstw/post/DWFtQAygQb1,"天啊寶
我來業配
3/24 10:00 到悠遊付領 $200 元 可以拿到博客來折抵使用ㄛ∠( ᐛ 」∠)＿",2026年3月20日 星期五 上午10:16,,,13,1,,
chuan_yuan_candy,https://www.threads.com/@chuan_yuan_candy/post/DWA8bSGARgf,大家看來是很習慣了😌,2026年3月18日 星期三 下午1:53,@bookstw,,1,1,,,https://www.threads.com/@bookstw/post/DWA8iazAcGD,想玩梗還玩不起來🤩,2026年3月18日 星期三 下午1:54,,,,,,
kssogo.tw,https://www.threads.com/@kssogo.tw/post/DWA79aHCcP6,沒關係，我正看著你👀 （ 拍～,2026年3月18日 星期三 下午1:49,@bookstw,,3,1,,,https://www.threads.com/@bookstw/post/DWA8KxVARvh,喔摸,2026年3月18日 星期三 下午1:51,,Happy Pointing GIF,2,,,
ainmosni9,https://www.threads.com/@ainmosni9/post/DV_WQoZkiAW,這個運鏡已經可以超越人氣歌謠和MAMA的等級,2026年3月17日 星期二 下午11:00,@bookstw,,2,1,,,https://www.threads.com/@bookstw/post/DWA8B9NASFJ,準備幫同事轉職海外,2026年3月18日 星期三 下午1:49,,,1,,,
idenden2016,https://www.threads.com/@idenden2016/post/DWAk7gHkzPd,"好喘，哈哈哈
必須說，浩肯包好用品質也好！ 只是我有了。 不然博客來這個價格好吸引人",2026年3月18日 星期三 上午10:28,@bookstw,,,1,,,https://www.threads.com/@bookstw/post/DWA7_4Ygdwd,不愧是寶貝不然再買三個（？）,2026年3月18日 星期三 下午1:49,,,,1,,
migucat,https://www.threads.com/@migucat/post/DWA2JvFgB9t,想看NG畫面😆,2026年3月18日 星期三 下午12:58,@bookstw,,,1,,,https://www.threads.com/@bookstw/post/DWA79VPAb28,NG偏難笑😍,2026年3月18日 星期三 下午1:49,,,,,,
zdgo_,https://www.threads.com/@zdgo_/post/DWA2SIVkXXx,沒事 我在看了 ~,2026年3月18日 星期三 下午12:59,@bookstw,,,1,,,https://www.threads.com/@bookstw/post/DWA76VxAQ5p,喔摸,2026年3月18日 星期三 下午1:48,,Blushing Cute Girl GIF,1,,,
johnsyummydonuts,https://www.threads.com/@johnsyummydonuts/post/DWA2XcoCdt2,：大叫（0人在乎） ：欸 我在tinder刷到前任 （萬人到場）,2026年3月18日 星期三 下午1:00,@bookstw,,22,1,,,https://www.threads.com/@bookstw/post/DWA73PagZYO,事情發展難以捉摸,2026年3月18日 星期三 下午1:48,,,2,,,
