user_name,user_post_url,user_content,user_timestamp,user_replying_to,user_image_alts,user_likes,user_replies,user_reposts,user_shares,brand_reply_url,brand_reply_content,brand_reply_timestamp,brand_replying_to,brand_reply_image_alts,brand_reply_likes,brand_reply_replies,brand_reply_reposts,brand_reply_shares
t86syz,https://www.threads.com/@t86syz/post/DXddH8REuyy,想知道尺寸😳 翻譯,2026年4月23日 星期四 下午12:09,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DXdenn4k79G,娃包尺寸是10x13x5公分🫶🏽,2026年4月23日 星期四 下午12:22,,,3,1,,6
gm_0733,https://www.threads.com/@gm_0733/post/DXddcvbkpcV,有附微型外星人的小卡嗎🥺,2026年4月23日 星期四 下午12:12,@ikea_taiwan,,16,2,,1,https://www.threads.com/@ikea_taiwan/post/DXddlZ0Ey0F,沒有喔～只有被套組,2026年4月23日 星期四 下午12:13,,,12,,,1
shihyu_a01,https://www.threads.com/@shihyu_a01/post/DXdcSZcnym1,😆😆😆✨,2026年4月23日 星期四 下午12:01,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DXdc505k_aQ,是不是心動了,2026年4月23日 星期四 下午12:07,,,1,,,
kshouse.168,https://www.threads.com/@kshouse.168/post/DXdcQDIkSko,買我要買 高雄進了嗎? 我要殺過去了 (冷靜,2026年4月23日 星期四 下午12:01,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DXdc4ALk0oT,快來快來！！！不用冷靜,2026年4月23日 星期四 下午12:07,,,1,,,
kwax_taiwan,https://www.threads.com/@kwax_taiwan/post/DXZU_loki4F,確實,2026年4月21日 星期二 下午9:41,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DXZWlUrGHIq,認同請分享,2026年4月21日 星期二 下午9:55,,,1,,,
classmateshoes9603,https://www.threads.com/@classmateshoes9603/post/DXZS4UVk0IA,靠腰是好東西,2026年4月21日 星期二 下午9:22,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DXZTkN-GPPl,對腰很好,2026年4月21日 星期二 下午9:28,,,,,,
ou_dessert,https://www.threads.com/@ou_dessert/post/DXZSbnaEuDg,小編是不是還有其他要靠🤣,2026年4月21日 星期二 下午9:18,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DXZTjVWmPPo,,2026年4月21日 星期二 下午9:28,,"Photo by IKEA Taiwan on April 21, 2026. May be an image of armchair, bureau, chair and text that says '搭配靠枕 枕就能隨時靠腰的椅子 再創低價 FLINTAN 辦公椅 1,999 之前價格:$2,199 之前價格： $2,199 再創低價 再創低價 FLINTAN 辦公椅 $1,999 之前價格: 之前價格:$2,199 $2,199 再創低價 LÂNGFJÄLL 會議椅 $3,999 之前價格： $4,299 LANGFJÄLL 會議椅 $3,999 之前價格： 之前價格：$4,299 $4,299 也在再創低價中'.",1,,,
tokushio,https://www.threads.com/@tokushio/post/DXWVuIylJmH,我對我的沒用感到抱歉🥺,2026年4月20日 星期一 下午5:49,@ikea_taiwan,,2,1,,,https://www.threads.com/@ikea_taiwan/post/DXWYgOpmHHY,"不用抱歉 反正有用就好 lihi3.me/ak3SH
ikea.com.tw
IKEA Family 宜家卡｜宜家卡線上免費申辦，立即享IKEA卡友專屬優惠｜IKEA線上購物",2026年4月20日 星期一 下午6:14,,,1,,,
noam0828,https://www.threads.com/@noam0828/post/DXWSkbvmnCc,"我是一個不能激的人
對，我沒用",2026年4月20日 星期一 下午5:22,@ikea_taiwan,"Photo by YuChen on April 20, 2026. May be a meme of text that says '] 意不意外？ 意不意外？開不開 開不開心？'.",,1,,,https://www.threads.com/@ikea_taiwan/post/DXWVKSFGLic,"那 來用用嗎？ lihi3.me/ak3SH
ikea.com.tw
IKEA Family 宜家卡｜宜家卡線上免費申辦，立即享IKEA卡友專屬優惠｜IKEA線上購物",2026年4月20日 星期一 下午5:44,,,,,,
kssogo.tw,https://www.threads.com/@kssogo.tw/post/DXWU0lxCV7T,對不起，我沒用🥲,2026年4月20日 星期一 下午5:42,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DXWVGpgGPem,"那趕快來變有用的人 lihi3.me/ak3SH
ikea.com.tw
IKEA Family 宜家卡｜宜家卡線上免費申辦，立即享IKEA卡友專屬優惠｜IKEA線上購物",2026年4月20日 星期一 下午5:44,,,1,,,
kiki._.drama,https://www.threads.com/@kiki._.drama/post/DXWU6xBiaTs,我沒有 怎麼用🥲,2026年4月20日 星期一 下午5:42,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DXWVDy5mK80,跟著試試看,2026年4月20日 星期一 下午5:44,,,1,,,
ogrill_tw,https://www.threads.com/@ogrill_tw/post/DXHC7hklPYi,好喜歡粉紅色！！！,2026年4月14日 星期二 下午7:17,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DXHFpqzGFJI,是淡淡低調又可愛的粉紅色🌸,2026年4月14日 星期二 下午7:40,,,1,,,
mini_5151_gogo,https://www.threads.com/@mini_5151_gogo/post/DXHEv31E70T,"ikea 還我齁🐽
粉紅色很適合我齁🐽",2026年4月14日 星期二 下午7:32,@ikea_taiwan,"Photo by 迷你齁 on April 14, 2026. May be an image of toy, baby bed, sharpener, trolley, kitchenware and text that says '新品'.",4,1,,,https://www.threads.com/@ikea_taiwan/post/DXHFnHuGGNc,買一個當小窩很讚讚💗,2026年4月14日 星期二 下午7:40,,,3,2,,
ruos_daily,https://www.threads.com/@ruos_daily/post/DXHA6UfkqHj,我們家有三台 紫、粉、黃🤩🤩🤩,2026年4月14日 星期二 下午6:59,@ikea_taiwan,,1,1,,,https://www.threads.com/@ikea_taiwan/post/DXHBHu_mKBp,就知道大家一台不夠 三台不嫌多😍,2026年4月14日 星期二 下午7:01,,,,,,
kuanyu0981340440,https://www.threads.com/@kuanyu0981340440/post/DW-rJOvjjXG,你不要假裝了喔🤪 不過IKEA好像是個不錯的種花地點 還有冷氣吹😆😆,2026年4月11日 星期六 下午1:15,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DW_il8-GB68,沒錯 天氣已經越來越熱了 建議來室內走,2026年4月11日 星期六 下午9:19,,,1,,,
karus.life,https://www.threads.com/@karus.life/post/DW-jagOEvfx,有滿滿的布丁花,2026年4月11日 星期六 下午12:07,@ikea_taiwan,"Photo by KARUS |在意生活 |永續禮品| 再衣筆 on April 10, 2026. May be an image of tea maker, teacup, tea, candle, measuring cups and text.",5,1,,,https://www.threads.com/@ikea_taiwan/post/DW_igT0mGSa,這樣會變種花邊吃布丁 還是來瑞典餐廳吃一吃,2026年4月11日 星期六 下午9:19,,,1,1,,
solone_taiwan,https://www.threads.com/@solone_taiwan/post/DW9Kz7PEhcK,還好昨天拿去洗了(˶‾᷄ ⁻̫ ‾᷅˵),2026年4月10日 星期五 下午11:13,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DW-sIVGmBYA,"洗完就要好好收起來！ lihi3.me/8oUr1
ikea.com.tw
IKEA精選收納85折起！｜IKEA Family 宜家卡｜宜家卡線上免費申辦，即享IKEA卡友專屬優惠｜IKEA線上購物",2026年4月11日 星期六 下午1:23,,IKEA精選收納85折起！｜IKEA Family 宜家卡｜宜家卡線上免費申辦，即享IKEA卡友專屬優惠｜IKEA線上購物,,,,
kinmen_kaoliang_liquor,https://www.threads.com/@kinmen_kaoliang_liquor/post/DW8uPskAcoc,都掛椅子上,2026年4月10日 星期五 下午7:03,@ikea_taiwan,,12,2,,,https://www.threads.com/@ikea_taiwan/post/DW-sEc8GPC-,"請讓衣服有個家 lihi3.me/8oUr1
ikea.com.tw
IKEA精選收納85折起！｜IKEA Family 宜家卡｜宜家卡線上免費申辦，即享IKEA卡友專屬優惠｜IKEA線上購物",2026年4月11日 星期六 下午1:23,,IKEA精選收納85折起！｜IKEA Family 宜家卡｜宜家卡線上免費申辦，即享IKEA卡友專屬優惠｜IKEA線上購物,1,,,
poyabeauty,https://www.threads.com/@poyabeauty/post/DW80EIfGuGR,寶 你怎麼知道我每天丟來丟去😍,2026年4月10日 星期五 下午7:54,@ikea_taiwan,,27,1,,,https://www.threads.com/@ikea_taiwan/post/DW-sBg4GD2c,"還是要記得收一下 lihi3.me/8oUr1
ikea.com.tw
IKEA精選收納85折起！｜IKEA Family 宜家卡｜宜家卡線上免費申辦，即享IKEA卡友專屬優惠｜IKEA線上購物",2026年4月11日 星期六 下午1:22,,IKEA精選收納85折起！｜IKEA Family 宜家卡｜宜家卡線上免費申辦，即享IKEA卡友專屬優惠｜IKEA線上購物,,,,
kiki._.drama,https://www.threads.com/@kiki._.drama/post/DW-iK6mCWz4,你🤣🤣🤣,2026年4月11日 星期六 上午11:56,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DW-mV3MGIis,🤫我已經完成任務了,2026年4月11日 星期六 下午12:33,,,1,1,,
tokushio,https://www.threads.com/@tokushio/post/DW-mGXIlOE8,感覺很適合拿來放珠珠🙌🙌🙌,2026年4月11日 星期六 下午12:31,@ikea_taiwan,"Photo by 德昌手藝生活館/德昌網路手藝世界 on April 10, 2026. May be an image of napkin ring, measuring cups and text.",2,1,,,https://www.threads.com/@ikea_taiwan/post/DW-mULtGHU6,珠珠很漂亮！很適合🩵,2026年4月11日 星期六 下午12:33,,,1,,,
stilllayout.studio_,https://www.threads.com/@stilllayout.studio_/post/DW6JzXQkYn-,寶寶我啊 也想吃兒童餐,2026年4月9日 星期四 下午7:06,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DW6KS_5GBzj,"可以請大人一起陪你來吃 lihi3.me/erDKZ
ikea.com.tw
IKEA餐廳 - 超人氣肉丸、銅板美食等瑞典美食菜單一覽｜IKEA線上購物",2026年4月9日 星期四 下午7:11,,IKEA餐廳 - 超人氣肉丸、銅板美食等瑞典美食菜單一覽｜IKEA線上購物,1,,,
ogrill_tw,https://www.threads.com/@ogrill_tw/post/DW2qCUtEc7W,下班想衝去買了,2026年4月8日 星期三 上午10:31,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DW2qTH9GB-x,"快來快來 不然就是先逛逛新品專區！ lihi3.me/3R7na
ikea.com.tw
IKEA新品專區 | IKEA線上購物",2026年4月8日 星期三 上午10:33,,,1,1,,
uncle.anpan,https://www.threads.com/@uncle.anpan/post/DWlXmGkkylU,必須用數據來證明我是健康正向的人哪下單幫朋友問,2026年4月1日 星期三 下午5:23,@ikea_taiwan,,2,1,,,https://www.threads.com/@ikea_taiwan/post/DWn4BMKGKGM,"搖起來 證明一下 lihi3.me/Oym6y
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年4月2日 星期四 下午4:45,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,1,1,1,
jps.tw,https://www.threads.com/@jps.tw/post/DWnUIPVEV39,請問⋯這個也適用嗎？,2026年4月2日 星期四 上午11:31,@ikea_taiwan,"Photo by 嘉沛鮮羊乳 on April 01, 2026. May be an image of text that says '有1個新的蘑菇戰鬥求救訊息！ 崇仁新村 崇仁新村空翔區 空翔區 166 步數 4月2日星） 星期四 三 四 五 六 日 2 3 4 5 培育2個皮克敏 916 16 嘉沛鮮羊乳 商店 ပမ'.",22,5,,1,https://www.threads.com/@ikea_taiwan/post/DWn36BqmOdg,"買一個放在辦公室搖 lihi3.me/Oym6y
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年4月2日 星期四 下午4:44,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,1,,,
onze_nn,https://www.threads.com/@onze_nn/post/DWkixNxk-Vf,家長be like: 沒想到有一天要跟小孩搶搖搖馬🚬,2026年4月1日 星期三 上午9:41,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DWn3v1lmPkW,"那就只好一人一台了 lihi3.me/Oym6y
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年4月2日 星期四 下午4:42,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,,,,
showmeii_home_idea,https://www.threads.com/@showmeii_home_idea/post/DWi-mHRGhKT,種花需要😍,2026年3月31日 星期二 下午7:06,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DWn3lqqGHBs,種花建議來直接來逛IKEA,2026年4月2日 星期四 下午4:41,,,1,,,
mydoso.koten,https://www.threads.com/@mydoso.koten/post/DWlX2SyE5ud,太扯了 哪裡可以下單,2026年4月1日 星期三 下午5:25,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DWn3h1kmGQW,"這裡直接下單 lihi3.me/Oym6y
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年4月2日 星期四 下午4:40,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,1,1,,
hwhw2026ww,https://www.threads.com/@hwhw2026ww/post/DWkOuxlE2ii,不是…🙂‍↔️🙂‍↔️（可惡想買,2026年4月1日 星期三 上午6:46,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DWlDQbfmEYP,"放在家裡可愛又可以玩 買！ lihi3.me/Oym6y
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年4月1日 星期三 下午2:25,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,1,,,
emo76119,https://www.threads.com/@emo76119/post/DWka43WEitj,這大人能坐嗎？有點可愛,2026年4月1日 星期三 上午8:32,@ikea_taiwan,,3,1,,,https://www.threads.com/@ikea_taiwan/post/DWlDLeamOrJ,"300個月的寶寶也可以坐喔！ lihi3.me/Oym6y
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年4月1日 星期三 下午2:25,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,1,1,,
kiki._.drama,https://www.threads.com/@kiki._.drama/post/DWjEeFdiTSV,我的皮克敏需要,2026年3月31日 星期二 下午7:57,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DWjOux0GDiM,"每日一萬步需要善用工具 lihi3.me/Oym6y
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年3月31日 星期二 下午9:27,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,1,,,
aaaranceee_swinggg,https://www.threads.com/@aaaranceee_swinggg/post/DWjCCk5ks7p,ikeaaaaaaaaaaaaaaaaaaa. 你来当我医生,2026年3月31日 星期二 下午7:36,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DWjOrqHGNRL,"用這系列超可愛來療癒一下！ lihi3.me/Oym6y
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年3月31日 星期二 下午9:27,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,1,,,
jksilver.tw,https://www.threads.com/@jksilver.tw/post/DWjFM1qEZEt,這算是奧步嗎🥴,2026年3月31日 星期二 下午8:04,@ikea_taiwan,,6,1,,,https://www.threads.com/@ikea_taiwan/post/DWjOmkLmNBb,"算小技巧？😆 lihi3.me/Oym6y
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年3月31日 星期二 下午9:26,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,3,,,
neko.boshi,https://www.threads.com/@neko.boshi/post/DWi_nvoFMIy,需要步數的只有皮友ㄅ？,2026年3月31日 星期二 下午7:15,@ikea_taiwan,,6,1,,,https://www.threads.com/@ikea_taiwan/post/DWjOcQemISU,"要種盆栽好需要步數 lihi3.me/Oym6y
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年3月31日 星期二 下午9:24,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,2,,,
huabaohandmade,https://www.threads.com/@huabaohandmade/post/DWazMEkDwb_,這是什麼可愛的東西,2026年3月28日 星期六 下午2:52,@ikea_taiwan,,1,1,,,https://www.threads.com/@ikea_taiwan/post/DWbDytIGGE4,"是我們家新來的朋友，請多多關照 lihi3.me/EoMWs
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年3月28日 星期六 下午5:18,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,1,1,,
aottergirls,https://www.threads.com/@aottergirls/post/DWa5X74Gbv5,好可愛…,2026年3月28日 星期六 下午3:46,@ikea_taiwan,,5,1,,,https://www.threads.com/@ikea_taiwan/post/DWbDvo-GAnD,"帶他們回家 lihi3.me/EoMWs
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年3月28日 星期六 下午5:17,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,,,,
eating_hsj,https://www.threads.com/@eating_hsj/post/DWar7-ekUMN,為了給老大玩全款拿下 現在是我在玩的玩具🧸,2026年3月28日 星期六 下午1:49,@ikea_taiwan,"Photo by Eating on March 27, 2026. May be an image of rat, kitten, Abyssinian cat, toy and text.",64,1,,17,https://www.threads.com/@ikea_taiwan/post/DWbDmQDGPcO,"整個系列也可以一次付清 lihi3.me/EoMWs
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年3月28日 星期六 下午5:16,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,2,,,
_esther116_,https://www.threads.com/@_esther116_/post/DWafg1REzXW,小八：我們好像變成IKEA家族的娃娃……,2026年3月28日 星期六 下午12:00,@ikea_taiwan,,88,1,,,https://www.threads.com/@ikea_taiwan/post/DWbDiRlGAXg,"這是GREJSIMOJS家族 lihi3.me/EoMWs
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年3月28日 星期六 下午5:15,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,3,,,
windinthere,https://www.threads.com/@windinthere/post/DWarafRjv51,是這樣但？,2026年3月28日 星期六 下午1:44,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DWbDcmnmCSu,"但很可愛 lihi3.me/EoMWs 翻譯
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年3月28日 星期六 下午5:14,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,,,,
henry_19060207,https://www.threads.com/@henry_19060207/post/DWa36cjk4mx,我想買,2026年3月28日 星期六 下午3:34,@ikea_taiwan,,3,1,,,https://www.threads.com/@ikea_taiwan/post/DWbDZcSGBWB,"三隻一起帶回家😍 lihi3.me/EoMWs
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年3月28日 星期六 下午5:14,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,1,,,
katrina_ieong,https://www.threads.com/@katrina_ieong/post/DWamynJAHw3,黑白貓款收納桶什麼時候補貨🥺,2026年3月28日 星期六 下午1:04,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DWbDU_nGAPA,有陸續補貨可以官網看看！ lihi3.me/EoMWs,2026年3月28日 星期六 下午5:13,,"Photo by IKEA Taiwan on March 28, 2026. May be an image of toy, kitchenware and text.",1,,,
rosemarychi_,https://www.threads.com/@rosemarychi_/post/DWaqbToEROW,留友看不同次元的吉IKEA娃🤣🤣🤣🤣🤣🤣,2026年3月28日 星期六 下午1:36,@ikea_taiwan,,2,1,,,https://www.threads.com/@ikea_taiwan/post/DWbDM7eGHsn,"留友看整個系列都超可愛 lihi3.me/EoMWs
ikea.com.tw
兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物",2026年3月28日 星期六 下午5:12,,兒童家具、兒童房家具｜GREJSIMOJS系列 – IKEA線上購物,,,,
cosmatedaily,https://www.threads.com/@cosmatedaily/post/DWao3IUkoGV,𠮷伊 小七 兔吐,2026年3月28日 星期六 下午1:22,@ikea_taiwan,,5,1,,,https://www.threads.com/@ikea_taiwan/post/DWa6MBWmClx,"人家明明就有名字 lihi3.me/l5S0C 翻譯
ikea.com.tw
GREJSIMOJS - 填充玩具 3件組, 貓 小兔子/熊 彩色 | IKEA 線上購物",2026年3月28日 星期六 下午3:54,,"GREJSIMOJS - 填充玩具 3件組, 貓 小兔子/熊 彩色 | IKEA 線上購物",,1,,
ayas929,https://www.threads.com/@ayas929/post/DWalfphExeN,我是成熟大人，我可以全款拿下！,2026年3月28日 星期六 下午12:53,@ikea_taiwan,,2,1,,,https://www.threads.com/@ikea_taiwan/post/DWa2Y0jmNPT,"可以考慮整個系列全包 都很可愛🫰🏻 lihi3.me/l5S0C
ikea.com.tw
GREJSIMOJS - 填充玩具 3件組, 貓 小兔子/熊 彩色 | IKEA 線上購物",2026年3月28日 星期六 下午3:20,,"GREJSIMOJS - 填充玩具 3件組, 貓 小兔子/熊 彩色 | IKEA 線上購物",1,,,
owohuanowo,https://www.threads.com/@owohuanowo/post/DWa01DyEd2Y,蛤？😍😍,2026年3月28日 星期六 下午3:07,@ikea_taiwan,,,1,,,https://www.threads.com/@ikea_taiwan/post/DWa2HUCGAG5,"呀哈 lihi3.me/l5S0C
ikea.com.tw
GREJSIMOJS - 填充玩具 3件組, 貓 小兔子/熊 彩色 | IKEA 線上購物",2026年3月28日 星期六 下午3:18,,"GREJSIMOJS - 填充玩具 3件組, 貓 小兔子/熊 彩色 | IKEA 線上購物",,,,
yuan_folk,https://www.threads.com/@yuan_folk/post/DWarYEwD5Yn,請問是唸吉IKEA娃還是唸吉IKEA娃？,2026年3月28日 星期六 下午1:44,@ikea_taiwan,,9,1,,2,https://www.threads.com/@ikea_taiwan/post/DWa2ES8GJEY,"其實是唸GREJSIMOJS✌️ lihi3.me/l5S0C
ikea.com.tw
GREJSIMOJS - 填充玩具 3件組, 貓 小兔子/熊 彩色 | IKEA 線上購物",2026年3月28日 星期六 下午3:18,,"GREJSIMOJS - 填充玩具 3件組, 貓 小兔子/熊 彩色 | IKEA 線上購物",1,,,1
msgissafety,https://www.threads.com/@msgissafety/post/DWYH913mL2e,為什麼沒有黑貓（斥責,2026年3月27日 星期五 下午1:56,@ikea_taiwan,,1,1,,,https://www.threads.com/@ikea_taiwan/post/DWYIoP_GDb6,"有賓士貓 lihi3.me/LGqh5
ikea.com.tw
GREJSIMOJS - 收納罐, 貓型 黑色/白色 | IKEA 線上購物",2026年3月27日 星期五 下午2:02,,"GREJSIMOJS - 收納罐, 貓型 黑色/白色 | IKEA 線上購物",,,,
